"Title";"Directors";"País";"Año";"Género";"Actores";"UserRating";"FArating";"NúmeroVotos"
"Nerve ";"Henry Joost";"United States";"2016";"Thriller";"Jonny Beauchamp";"6";"5.4";"8,837 "
"Nerve ";"Henry Joost";"United States";"2016";"Thriller";"Miles Heizer";"6";"5.4";"8,837 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Amandla Stenberg";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Mandy Moore";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Gwendoline Christie";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Harris Dickinson";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Miya Cech";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Skylan Brooks";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Mark O'Brien";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Wallace Langham";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Golden Brooks";"6";"4.6";"2,148 "
"The Darkest Minds ";"Jennifer Yuh";"United States";"2018";"Sci-Fi";"Patrick Gibson";"6";"4.6";"2,148 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Omar Sy";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Clémence Poésy";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Gloria Colston";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Antoine Bertrand";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Karl Farrer";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Anna Cottis";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Susan Fordham";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Phelim Kelly";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Richard Banks";"7";"6.3";"4,539 "
"Two Is a Family ";"Hugo Gélin";"France";"2016";"Comedy";"Attila G. Kerekes";"7";"6.3";"4,539 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Kevin Costner";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Sean Connery";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Robert De Niro";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Andy García";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Charles Martin Smith";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Billy Drago";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Patricia Clarkson";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Brad Sullivan";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Del Close";"7";"7.8";"87,800 "
"The Untouchables ";"Brian De Palma";"United States";"1987";"Film";"Michael Byrne";"7";"7.8";"87,800 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Lily Collins";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Sam Claflin";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Tamsin Egerton";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Jaime Winstone";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Christian Cooke";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Suki Waterhouse";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Lily Laight";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Jake Manley";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Norma Sheahan";"6";"6.1";"4,700 "
"Love Rosie ";"Christian Ditter";"United Kingdom";"2014";"Romance";"Nick Lee";"6";"6.1";"4,700 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Ben Stiller";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Kristen Wiig";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Adam Scott";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Patton Oswalt";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Shirley MacLaine";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Kathryn Hahn";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Sean Penn";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Joey Slotnick";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Toshiko Onizawa";"6";"6.2";"28,389 "
"The Secret Life of Walter Mitty ";"Ben Stiller";"United States";"2013";"Adventure";"Adrian Martinez";"6";"6.2";"28,389 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Suraj Sharma";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Irrfan Khan";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Rafe Spall";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Tabu";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Adil Hussain";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Shravanthi Sainath";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Ayush Tandon";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Vibish Sivakumar";"6";"7.1";"65,647 "
"Life of Pi ";"Ang Lee";"United States";"2012";"Adventure";"Gérard Depardieu";"6";"7.1";"65,647 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Sandra Bullock";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Ryan Reynolds";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Malin Akerman";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Craig T. Nelson";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Mary Steenburgen";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Betty White";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Denis O'Hare";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Oscar Nuñez";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Aasif Mandvi";"5";"5.5";"17,277 "
"The Proposal ";"Anne Fletcher";"United States";"2009";"Romance";"Michael Nouri";"5";"5.5";"17,277 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Idris Elba";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Kate Winslet";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Dermot Mulroney";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Beau Bridges";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Waleed Zuaiter";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Lucia Walters";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Marci T. House";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Lee Majdoub";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Tintswalo Khumbuza";"6";"5.4";"4,145 "
"The Mountain Between Us ";"Hany Abu-Assad";"United States";"2017";"Adventure";"Adam Lolacher";"6";"5.4";"4,145 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Emily Blunt";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Rebecca Ferguson";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Haley Bennett";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Luke Evans";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Edgar Ramirez";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Justin Theroux";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Allison Janney";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Lisa Kudrow";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Laura Prepon";"6";"5.4";"12,581 "
"The Girl on the Train ";"Tate Taylor";"United States";"2016";"Thriller";"Lana Young";"6";"5.4";"12,581 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Hayden Christensen";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Jamie Bell";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Rachel Bilson";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Diane Lane";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Samuel L. Jackson";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Michael Rooker";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"AnnaSophia Robb";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Max Thieriot";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Jesse James";"5";"5.2";"27,655 "
"Jumper ";"Doug Liman";"United States";"2008";"Sci-Fi";"Tom Hulce";"5";"5.2";"27,655 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Morgan Freeman";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Matt Damon";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Tony Kgoroge";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Julian Lewis Jones";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Adjoa Andoh";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Patrick Mofokeng";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Matt Stern";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Leleti Khumalo";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Marguerite Wheatley";"8";"7.0";"65,643 "
"Invictus ";"Clint Eastwood";"United States";"2009";"Drama";"Scott Eastwood";"8";"7.0";"65,643 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Sharon Stone";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"David Morrissey";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Charlotte Rampling";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"David Thewlis";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Hugh Dancy";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Anne Caillon";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Iain Robertson";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Indira Varma";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Stan Collymore";"4";"3.8";"5,269 "
"Basic Instinct 2: Risk Addiction ";"Michael Caton-Jones";"United Kingdom";"2006";"Thriller";"Flora Montgomery";"4";"3.8";"5,269 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Michael Douglas";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Sharon Stone";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"George Dzundza";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Jeanne Tripplehorn";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Denis Arndt";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Leilani Sarelle";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Stephen Tobolowsky";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Jack McGee";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Daniel Von Bargen";"6";"6.5";"66,080 "
"Basic Instinct ";"Paul Verhoeven";"United States";"1992";"Thriller";"Mitch Pileggi";"6";"6.5";"66,080 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Justin Timberlake";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Amanda Seyfried";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Vincent Kartheiser";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Cillian Murphy";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Johnny Galecki";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Olivia Wilde";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Alex Pettyfer";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Matt Bomer";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Rachel Roberts";"7";"5.8";"49,363 "
"In Time ";"Andrew Niccol";"United States";"2011";"Sci-Fi";"Yaya DaCosta";"7";"5.8";"49,363 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Will Smith";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Eva Mendes";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Kevin James";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Amber Valletta";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Adam Arkin";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Michael Rapaport";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Ato Essandoh";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Adam LeFevre";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Paula Patton";"7";"5.7";"36,910 "
"Hitch ";"Andy Tennant";"United States";"2005";"Romance";"Jeffrey Donovan";"7";"5.7";"36,910 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"Brad Pitt";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"Mireille Enos";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"Daniella Kertesz";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"David Morse";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"Matthew Fox";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"Eric West";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"James Badge Dale";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"David Andrews";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"Peter Capaldi";"6";"6.1";"70,454 "
"World War Z ";"Marc Forster";"United States";"2013";"Action";"Fana Mokoena";"6";"6.1";"70,454 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Kevin Costner";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Ashton Kutcher";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Sela Ward";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Melissa Sagemiller";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Clancy Brown";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Omari Hardwick";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Bonnie Bramlett";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Neal McDonough";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"John Heard";"6";"6.1";"13,243 "
"The Guardian ";"Andrew Davis";"United States";"2006";"Adventure";"Brian Geraghty";"6";"6.1";"13,243 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Gerard Butler";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Michael C. Hall";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Alison Lohman";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"John Leguizamo";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Amber Valletta";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Aaron Yoo";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Logan Lerman";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Keith David";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Ludacris";"5";"5.1";"14,905 "
"Gamer ";"Mark Neveldine";"United States";"2009";"Sci-Fi";"Michael Weston";"5";"5.1";"14,905 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Will Smith";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Margot Robbie";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Rodrigo Santoro";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Stephanie Honore";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"BD Wong";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Adrian Martinez";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Robert Taylor";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Kate Adair";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Joe Chrest";"7";"5.5";"18,248 "
"Focus ";"Glenn Ficarra";"United States";"2015";"Thriller";"Dominic Fumusa";"7";"5.5";"18,248 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Madeline Carroll";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Callan McAuliffe";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Aidan Quinn";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"John Mahoney";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Anthony Edwards";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Rebecca De Mornay";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Penelope Ann Miller";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Cody Horn";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Kevin Weisman";"7";"6.9";"7,482 "
"Flipped ";"Rob Reiner";"United States";"2010";"Romance";"Israel Broussard";"7";"6.9";"7,482 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Kristen Stewart";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Nicholas Hoult";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Guy Pearce";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Kate Lyn Sheil";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Claudia Kim";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Jacki Weaver";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Toby Huss";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Bel Powley";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Rebecca Hazlewood";"6";"5.1";"2,344 "
"Equals ";"Drake Doremus";"United States";"2015";"Sci-Fi";"Rizwan Manji";"6";"5.1";"2,344 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"Richard Dreyfuss";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"Teri Garr";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"Melinda Dillon";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"François Truffaut";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"Cary Guffey";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"George DiCenzo";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"Bob Balaban";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"J. Patrick McNamara";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"Shawn Bishop";"8";"7.3";"56,299 "
"Close Encounters of the Third Kind ";"Steven Spielberg";"United States";"1977";"Sci-Fi";"Lance Henriksen";"8";"7.3";"56,299 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Chris Hemsworth";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Benjamin Walker";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Cillian Murphy";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Tom Holland";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Ben Whishaw";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Brendan Gleeson";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Michelle Fairley";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Charlotte Riley";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Joseph Mawle";"7";"6.2";"14,755 "
"In the Heart of the Sea ";"Ron Howard";"United States";"2015";"Adventure";"Jordi Mollà";"7";"6.2";"14,755 "
"The Pursuit of Happyness ";"Gabriele Muccino";"United States";"2006";"Drama";"Will Smith";"8";"7.5";"80,389 "
"The Pursuit of Happyness ";"Gabriele Muccino";"United States";"2006";"Drama";"Thandie Newton";"8";"7.5";"80,389 "
"The Pursuit of Happyness ";"Gabriele Muccino";"United States";"2006";"Drama";"Jaden Smith";"8";"7.5";"80,389 "
"The Pursuit of Happyness ";"Gabriele Muccino";"United States";"2006";"Drama";"Dan Castellaneta";"8";"7.5";"80,389 "
"The Pursuit of Happyness ";"Gabriele Muccino";"United States";"2006";"Drama";"Brian Howe";"8";"7.5";"80,389 "
"The Pursuit of Happyness ";"Gabriele Muccino";"United States";"2006";"Drama";"James Karen";"8";"7.5";"80,389 "
